itemnumber,checkouts,biblionumber,itemcallnumber,author,title
265501,1,179697,QE125 .B28 2005,"Barker, Charles Ferguson",Under Michigan :
265515,1,179711,F574.D453 C58 2005,"Clemens, Paul,",Made in Detroit :
265542,1,179737,QA279 .B69 2005,"Box, George E. P.",Statistics for experimenters :
265548,1,179743,HD38.25.U6 M34 2005,"Mayo, Anthony J.",In their time :
265572,1,179767,QA99 .B87 2005,"Burger, Edward B.,","Coincidences, chaos, and all that math jazz :"
265575,1,179770,D804.195 .C46 2005,"Choko, Isabelle",Stolen youth :
265690,1,179798,QH545.P4 M87 2005,"Murphy, Priscilla Coit",What a book can do :
265694,1,179802,QL696.F34 .P67 2005,"Potapov, E.",The gyrfalcon /
265727,1,179834,QD476 .A57 2006,"Anslyn, Eric V.,",Modern physical organic chemistry /
265728,1,179835,QD43 .B35 2005,"Ball, Philip,",Elegant solutions :
265730,1,179837,QM151 .D454 2006,"Delavier, Frédéric.",Strength training anatomy /
265753,1,179857,BX4705.I46 A3 2006,"Ilibagiza, Immaculée",Left to tell :
265760,1,179861,N7565 .M523 2005,"Mitchell, W. J. Thomas,",What do pictures want? :
265814,1,179910,BL624 .N45 2000,"Nepo, Mark.",The book of awakening :
265819,1,179915,BF637.S4 N47 2005,"Nepo, Mark.",The exquisite risk :
265844,1,179939,PN1997 .C366 2006,,Capote
265846,1,179941,PZ7.S6538 Jo 2006,"Smith, Lane","John, Paul, George & Ben /"
265848,1,179943,PZ8.2.H4215 Bo 2006,"Hennessy, B. G.",The boy who cried wolf /
265849,1,179944,TL799.M6 M34 2005,"McNulty, Faith",If you decide to go to the moon /
265854,1,179949,PZ73.S75 L6625 2005,"Garza, Carmen Lomas",Family pictures :
265855,1,179950,D804.3 .M63 1997,"Mochizuki, Ken,",Passage to freedom :
265861,1,179956,PZ73.H47 C35 1995,"Herrera, Juan Felipe",Calling the doves /
265862,1,179957,PZ7.W7547 Fol 1992,"Winter, Jeanette",Follow the drinking gourd /
265879,1,179972,HM623 .M39 2005,"McRobbie, Angela.",The uses of cultural studies :
265904,1,179993,LC212.2 .E94 2004,,The eye of the storm
265909,1,179997,CC95 .K56 2005,"King, Thomas F.",Doing archaeology:
265912,1,180000,HQ759.45 .E35 2005,"Edin, Kathryn,",Promises I can keep :
265915,1,180003,HQ1154 .R428 2005,,Red light :
265917,1,180005,PR9194.5.L47 B73 2002,,Brazen femme :
265921,1,180009,PR9199.3.C66825 L66 2005,"Coyote, Ivan E.",Loose end :
265929,1,180017,F2230.1.E84 U7 2005,,Us and them :
265933,1,180021,PR888.P69 R83 2005,"Rubinson, Gregory J.","The fiction of Rushdie, Barnes, Winterson, and Carter :"
265934,1,180022,PS2954.U6 M44 2005,"Meer, Sarah,",Uncle Tom mania :
265968,1,180042,RA427.8 .L43 2006,"Leddy, Susan",Health promotion :
265970,1,180044,BJ1481 .W65 2006,"White, Nicholas P.,",A brief history of happiness /
265977,1,180051,ML410.M9 C253 2006,"Cairns, David",Mozart and his operas /
265979,1,180053,ML196 .S74 2006,"Steinberg, Michael P.",Listening to reason :
266001,1,180069,KF9011 .F74 2001,"Freedman, Eric M.",Habeas corpus :
266070,1,180097,E841 .S758 2005,"Stern, Sheldon M.",The week the world stood still :
266095,1,180112,E230 .M34 2006,"Martin, James Kirby,",A respectable army :
266112,1,180129,JK1759 .E37 2005,"Ellis, Richard",To the flag :
266126,1,180143,E98.L3 B36 2005,"Banner, Stuart,",How the Indians lost their land :
266140,1,180157,JK526 2000 .U67 2002,,Unprecedented
266149,1,180166,QC944 .H8775 2006,,Storm that drowned a city
266152,1,180169,PS3515.E37 Z5885 2004,"Fantina, Richard",Ernest Hemingway :
266156,1,180173,BF637.S4 C658 2001b,"Cooper, Robert K",The other 90% :
266192,1,180187,M1500.M66 O74 2002,,L'Orfeo
266199,1,180194,DS779.26 .L4245 2005,"Lee, Khoon Choy,",Pioneers of modern China :
266211,1,180206,HA4635 .X462 2005,,Xin Zhongguo wu shi wu nian tong ji zi liao hui bian /
266212,1,180207,BX323 .C485 2006,,Christ at work :
266223,1,180218,ML1380 .H56 2006,"Hinkle-Turner, Elizabeth",Women composers and music technology in the United States :
266228,1,180223,H62 .C43 2006,"Charmaz, Kathy,",Constructing grounded theory :
266279,1,180274,S473.G48 E69 1997,,"Environment, biodiversity and agricultural change in West Africa :"
266282,1,180277,ML410.B1 S856 2006,"Stinson, Russell",The reception of Bach's organ works from Mendelssohn to Brahms /
266284,1,180279,ML410.H4 G69 2006,"Grave, Floyd K.",The string quartets of Joseph Haydn /
266286,1,180281,ML410.M5 T63 2003,"Todd, R. Larry",Mendelssohn :
266327,1,180322,PR830.T3 P856 2004,"Punter, David",The Gothic /
266329,1,180324,Z250 .B15 2005,"Baines, Phil,",Type & typography /
266336,1,180331,ND553.V5325 M39 2005,"May, Gita",Elisabeth Vigée Le Brun :
266345,1,180340,NK4210.T265 A4 2005,"Takamori, Akio,",Between clouds of memory :
266362,1,180357,BF637.C45 L85 2006,"Lumsden, Gay",Communicating with credibility and confidence /
266372,1,180367,ML1092 .S84 1983,"Strange, Allen",Electronic music :
266377,1,180372,PN98.P67 B4 1991,"Best, Steven",Postmodern theory :
266380,1,180375,B809.3 .H68 1994,"Hoy, David Couzens.",Critical theory /
266383,1,180378,BC177 .I53 2002,"Inch, Edward S.",Critical thinking and communication :
266400,1,180395,NE654.S5 A4 2005,"Lehrs, Max,",Martin Schongauer :
266412,1,180407,GN345 .S57 2005,"Smith, Dorothy E.,",Institutional ethnography :
266434,1,180430,JC481 .L348 2001,"Larsen, Stein Ugelvik",Fascism outside Europe :
266436,1,180432,F951 .A73 2006,,Arctic passage
266441,1,180437,PR6069.T444 C65 2005,"Steven, Kenneth C.,",Columba :
266501,1,180493,PN1995.9.F678 S476 1998,,The Seventh seal
266517,1,180507,PN6071.H713 N68 2002,,Nothing makes you free :
266523,1,180513,D809.U5 W96 2002,"Wyman, David S.",A race against death :
266566,1,180555,BD21 .W64 2000,"Wolff, Robert Paul",About philosophy /
266567,1,180556,E98.R3 C757 2007,"Crawford, Suzanne J.",Native American religious traditions /
266582,1,180571,BL1124.52 .E5 1996,,Upaniṣads /
266583,1,180572,BL80.2 .H66 1987,"Hopfe, Lewis M.",Religions of the world /
266590,1,180578,BL1802 .J63 1986,"Jochim, Christian,",Chinese religions :
266594,1,180582,BL80.2 .S6 1984,"Smart, Ninian,",The religious experience of mankind /
266603,1,180591,HQ1410 .R9 1983,"Ryan, Mary P.",Womanhood in America :
266610,1,180597,HQ1426 .I853 1995,,Issues in feminism :
266614,1,180601,GE42 .E58 2005,,Environmental ethics :
266619,1,180606,BL2525 .C67 2006,"Hemeyer, Julia Corbett,",Religion in America /
266625,1,180612,BL458 .W5767 2001,,"Women, gender, religion :"
266673,1,180656,PZ7.G604 Mos 2006,"Goode, Diane.",The most perfect spot /
266717,1,180700,BV4440 .R64 2004,"Rohr, Richard",Adam's return :
266718,1,180701,BX2352.5 .R64 2005,"Rohr, Richard",From wild man to wise man :
266722,1,180705,PR6073.H68 W47 1990,"Whyte, David,",Where many rivers meet :
266724,1,180707,BR1725.D34 A3 2004,"D'Arcy, Paula,",Sacred threshold :
266736,1,180719,V ROHR SSF S 05,"Rohr, Richard",The spirit of St. Francis
266750,1,180733,PR6073.H68 E93 2003,"Whyte, David,",Everything is waiting for you :
266754,1,180737,QD43 .L57 2005,"Lister, Ted",Kitchen chemistry /
266756,1,180739,PR6068.E63 T45 2006,"Rendell, Ruth,",The thief /
266782,1,180765,F1414.2 .W54 2005,"Wiarda, Howard J.,",Dilemmas of democracy in Latin America :
266820,1,180804,D810.S7 B35 1998,"Bath, Alan Harris",Tracking the axis enemy :
266826,1,180810,DR226 .C66 2004,"Constantinesco, Nicholas","Romania in harm's way, 1939-1941 /"
266827,1,180811,DA676.9.G47 B37 2005,"Barnes, James J.","Nazis in pre-war London, 1930-1939 :"
266833,1,180817,DT1899 .S3813 2005,"Scholtz, Leopold",Why the Boers lost the war /
266836,1,180820,R853.H8 B38 2005,"Baumslag, Naomi",Murderous medicine :
266859,1,180842,PN1997 .B764 2006,,Brokeback Mountain
266874,1,180856,PZ7.B882323 Sip 2005,"Buckley, Michael.",The problem child /
266884,1,180866,MA ABBA MM A 52,"Andersson, Benny",Mamma mia!
266893,1,180874,PN1992.77 .C842 2003,,CSI: crime scene investigation.
266895,1,180875,PN1992.77 .L862 2005,,The L word.
266896,1,180875,PN1992.77 .L862 2005,,The L word.
266897,1,180875,PN1992.77 .L862 2005,,The L word.
266903,1,180881,F264.O95 T97 2004,"Tyson, Timothy B.",Blood done sign my name :
266927,1,180903,PZ7.G13617 Gi 2005,"Gallagher, Mary Collins,","Ginny Morris and Mom's house, Dad's house /"
266935,1,180911,HQ777.5 .F67 2006,"Ford, Melanie",My parents are divorced too :
266941,1,180917,HT169.B872 C8753 2005,"Irazábal, Clara",City making and urban governance in the Americas :
266954,1,180930,PS3503.R167 I44 1997,"Bradbury, Ray,",The illustrated man /
266955,1,180931,CT1828.Z46 A3 2006,"Zeng, Jennifer,",Witnessing history :
266976,1,180952,PZ7.A586 Lq 1999,"Anglund, Joan Walsh",Love is a special way of feeling /
266988,1,180964,KZ4024 .S43 2003,,Secession and international law :
266996,1,180972,RA646 .S655 2004,"Smallman-Raynor, Matthew",War epidemics :
267001,1,180977,Z695.9 .M8 2005,"Mulvany, Nancy C.",Indexing books /
267016,1,180991,PQ155.C7 B87 2005,"Burns, E. Jane,",Courtly love undressed :
267039,1,181006,ML3849 .S36 2005,"Schuetze, George C.",Convergences in music & art :
267048,1,181015,GV1790.C57 S34 2006,"Schubert, Leda",Ballet of the elephants /
267058,1,181026,PN1997 .L523 2006,,The libertine
267081,1,181046,PN1997 .M678 2002,,The Fortunes and misfortunes of Moll Flanders
267082,1,181047,PS3552.U4 S54 2003,"Bukowski, Charles","Sifting through the madness for the word, the line, the way :"
267085,1,181050,QA268 .T73 2006,"Trappe, Wade",Introduction to cryptography :
267087,1,181052,PS3552.U4 S57 2005,"Bukowski, Charles",Slouching toward Nirvana :
267107,1,181070,PN1997 .A426 1991,,Alan & Naomi
267109,1,181072,PN1997 .F7362 1993,,A friendship in Vienna
267110,1,181073,PS3614.O785 Z467 2004,"Notaro, Laurie","I love everybody, and other atrocious lies :"
267116,1,181079,PN1997 .T553 2000,,The time machine
267119,1,181082,PN2237 .D86 2005,"Dunlap, William,",A history of the American theatre from its origins to 1832 /
267144,1,181104,LC212.523.R53 C63 2003,,A class divided
267146,1,181106,HQ756 .L56 2003,,Father's Day
267150,1,181110,PN1997 .U836 2006,,Ushpizin
267153,1,181113,PN1995.9.F679 .T76 2006,,Tsotsi
267165,1,181121,BV4509.5 .M83 2004,"Muers, Rachel",Keeping God's silence :
267170,1,181126,KF352.A7 H35 2005,"Hall, Kermit",American legal history :
267180,1,181136,F566 .G63 2006,"Godfrey, Linda S.",Weird Michigan :
267183,1,181139,JK2261 .B49 2000,"Bibby, John F.","Politics, parties, and elections in America /"
267207,1,181162,GV945 .M87 2005,,Murderball
267222,1,181177,QA135.5 .B49 1993b,"Billstein, Rick",A problem solving approach to mathematics for elementary school teachers /
267224,1,181180,PE1421 .T78 2006,"Tufte, Virginia",Artful sentences :
267225,1,181181,BS2851 .B36 2003,,Banned from the Bible
267232,1,181187,PN1997 .B4243 2001,,Beckett on film
267233,1,181187,PN1997 .B4243 2001,,Beckett on film
267234,1,181187,PN1997 .B4243 2001,,Beckett on film
267236,1,181187,PN1997 .B4243 2001,,Beckett on film
267256,1,181203,RA777.3 .O9 2006,"Oz, Daphne",The dorm room diet :
267266,1,181213,PR2828.A2 M34 2006,"Shakespeare, William,",Much ado about nothing /
267338,1,181280,PS3551.B2 Z463 1990,"Abbey, Edward,",Desert solitaire :
267407,1,181346,NK4167 .E27 2005,"Earle, Joe",Contemporary clay :
267412,1,181351,HM821 .I58 2007,,Intersecting inequalities :
267424,1,181363,LB1048 .K64 2006,"Kohn, Alfie",The homework myth :
267433,1,181371,C ALLE MSMF A 74,"Allen, Thomas,",More songs my father taught me
267442,1,181377,PG5039.21.L5 L3713 1993,"Klíma, Ivan",Love and garbage /
267455,1,181389,PT747.S6 D87 2002,"Durzak, Manfred",Die deutsche Kurzgeschichte der Gegenwart :
267457,1,181390,PT85 .R67 1985,"Rothmann, Kurt.",Kleine Geschichte der deutschen Literatur /
267458,1,181391,PS3551.L453 W6 1991,"Allison, Dorothy",The women who hate me :
267460,1,181393,ML410.S3 M46 2006,"Messing, Scott",Schubert in the European imagination /
267466,1,181396,BL65.I55 A53 2006,"Albright, Madeleine Korbel",The mighty and the Almighty :
267516,1,181447,PS3552.E13 F56 1992,"Beagle, Peter S.",A fine and private place /
267522,1,181453,PR9199.4.L39 O84 2006,"Lawson, Mary,",The other side of the bridge /
267524,1,181455,PN1997 .D7377 2002,,Dress to kill
267537,1,181469,LB1139.23 .O2711 2004,,Observation I I
267555,1,181487,DC121.7 .B43 2006,"Beasley, Faith Evelyn","Salons, history, and the creation of seventeenth-century France :"
267566,1,181496,TR660.5 .V54 1994,,Viewfindings :
267587,1,181508,BL625.5 .N87 2006,,Nurturing child and adolescent spirituality :
267632,1,181553,PR6039.O32 Z6224 2005,"Chance, Jane,",Tolkien's modern Middle Ages /
267636,1,181557,PR6037.O6 Z73 2005,"Lewis, Gifford,",Edith Somerville :
267637,1,181558,PR448.C64 H39 2005,"Hawes, Clement",The British eighteenth century and global critique /
267673,1,181589,N8845.D6 A77 2004,,Art in the Stations :
267678,1,181594,D804.3 .W469 2002b,"Wistrich, Robert S.,",Hitler and the Holocaust /
267686,1,181602,HQ29 .S75 2004,,Still doing it
267701,1,181613,NC96 .V58 2005,,Vitamin D :
267726,1,181638,N6538.A4 I68 2005,,Into the fray :
267766,1,181679,BS2460.J8 G67745 2006,,The Gospel of Judas
267768,1,181681,PN1997 .M3473 2006,,The Maltese falcon
267786,1,181698,BX1795.S48 J645 2006,John Paul,Man and woman He created them :
267790,1,181702,GG DEBU CD D 86,"Debussy, Claude,",Claude Debussy
267794,1,181706,PZ7.S6795 En 2006,"Snicket, Lemony.",The end /
267806,1,181718,RC451.4.A5 H558 2006,"Hinrichsen, Gregory A.,",Interpersonal psychotherapy for depressed older adults /
267816,1,181728,HB72 .N45 2001,"Nelson, Robert H.",Economics as religion :
267829,1,181741,KZ5830 .C48 2006,,The Chemical Weapons Convention :
267838,1,181750,PR2364 .C68 2006,,A critical companion to Spenser studies /
267856,1,181768,NE2303.7 .L37 2005,"Last, Jay T.",The color explosion :
267952,1,181808,PN1995.9.J4 B38 1997,"Baugh, Lloyd,",Imaging the divine :
267955,1,181811,PS3561.I483 L57 2006,"King, Stephen,",Lisey's story :
267958,1,181814,PN1997 .S336 1998,,Scent of a woman
267961,1,181817,PT3807.B4 S83 1998,,Die Stadt nach der Mauer :
267971,1,181827,E184.A1 B597 2006,"Bonilla-Silva, Eduardo,",Racism without racists :
267973,1,181829,TD793.9 .H38 2006,"Hawkins, Gay.",The ethics of waste :
268008,1,181848,PN1997 .I5763 2000,,The inspector general
268011,1,181851,BL2775.3 .D39 2006,"Dawkins, Richard,",The God delusion /
268017,1,181855,PZ7.C5435 Mc 2006,"Chichester Clark, Emma",Melrose and Croc :
268018,1,181856,D763.I8 C53 2006,"Clark, Lloyd,",Anzio :
268043,1,181881,HQ766.5.U5 S67 2005,"Solinger, Rickie,",Pregnancy and power :
268047,1,181885,RJ235 .D546 2006,,Diet information for teens :
268059,1,181897,DT60 .D35 2005,"Daly, Okasha El.",Egyptology :
268061,1,181899,BT738 .A418 1995,"Albrecht, Gloria H.",The character of our communities :
268064,1,181902,BD161 .C635 1983,"Colish, Marcia L.",The mirror of language :
268071,1,181909,DS281 .A58 2005,"Allen, Lindsay",The Persian Empire /
268072,1,181910,BF1583 .R66 2004,"Roper, Lyndal",Witch craze :
268084,1,181921,PN1995.9.F6735 N573 2003,,Nirgendwo in Afrika
268106,1,181943,HQ767.5.U5 A2827 2006,,Abortion under attack :
268110,1,181947,HB72 .R45 2000,,Religion and economics :
268135,1,181971,R141 .M58 2004,"Mitchell, Piers D.",Medicine in the Crusades :
268137,1,181973,HT653.G7 C7595 2005,"Crouch, David",The birth of nobility :
268139,1,181975,D156.58 .P35 2005,,Palgrave advances in the Crusades /
268152,1,181988,QP514.2 .H68 2006,"Houston, Michael E.,",Biochemistry primer for exercise science /
268160,1,181996,PZ8.3.M758 Iaan 2000,"Monroe, Colleen",A wish to be a Christmas tree /
268176,1,182012,QA276 .G586 2006,"Good, Phillip I.",Common errors in statistics (and how to avoid them) /
268219,1,182055,PS310.M57 M55 2005,"Miller, Cristanne",Cultures of modernism :
268260,1,182096,M1527.8.G8 P4 2001,"Guaraldi, Vince.",The Peanuts illustrated songbook /
268263,1,182103,HG3290.6.A8 G7278 2005,"Bornstein, David",The price of a dream :
268291,1,182129,NX650.S435 M9 2006,,My secret :
268305,1,182143,NB1930 .A15 2004,,500 figures in clay :
268306,1,182144,N8520 .S36 2003,"Scotchie, Virginia",Setting up your ceramic studio :
268310,1,182148,NK4695.T43 W66 2005,"Woodhead, Steve",The teapot book /
268312,1,182150,TT853 .W45 1997,"Wells, Kate,",Fabric dyeing & printing /
268369,1,182171,PZ7.K7835 Lib 2006,"Knudsen, Michelle.",Library lion /
268387,1,182187,PR9369.3.G6 Z85 2005,"Roberts, Ronald Suresh",No cold kitchen :
268388,1,182188,BX9622.Z8 N388 2005,"Ryan, Colleen",Beyers Naudé :
268390,1,182190,HQ1236.5.S6 B75 2005,"Britton, Hannah Evelyn",Women in the South African Parliament :
268413,1,182212,E93 .H46 2006,"Hendricks, Steve",The unquiet grave :
268460,1,182259,F1256 .Z37 1998,,Zapatista
268464,1,182262,LB2331 .R64 2005,"Rotenberg, Robert Louis,",The art and craft of college teaching :
268507,1,182306,DS778.7 .M33 2006,"MacFarquhar, Roderick",Mao's last revolution /
268510,1,182309,PZ7.F5768 Har 2000,"Fitzhugh, Louise","Harriet, the spy /"
268516,1,182315,MA DIAM BN D 65,"Diamond, Neil.",Beautiful noise
268521,1,182319,PZ10.3.G316 Vu 1996,"George, Jean Craighead,","Vulpes, the red fox /"
268524,1,182322,M1045.A214 H28 2004,"Adams, John,",Harmonielehre :
268525,1,182323,M1045.A33 N35 2006,"Adams, John,",Naive and sentimental music :
268526,1,182324,M1045 .A262 op. 17 1999,"Adès, Thomas.",Asyla :
268570,1,182367,ML38.W66 W66 1997,,Woodstock
268595,1,182392,QA20.R43 H93 2006,"Hyde, Arthur A.",Comprehending math :
268631,1,182426,GV1469.17.S63 T38 2006,"Taylor, T. L.",Play between worlds :
268632,1,182427,HQ76.25 .S395 2005,"Savin-Williams, Ritch C.",The new gay teenager /
268655,1,182446,PZ7.J6316215 Ed 2005,"Johnson, D. B.",Eddie's kingdom /
268657,1,182448,PZ8.3.S577 Sec 2006,"Sierra, Judy",The secret science project that almost ate the school /
268688,1,182470,PZ7.T37163 Mn 2003,"Thompson, Lauren",Mouse's first day of school /
268709,1,182482,GV1782.6 .T47 2003,,Merce Cunningham collection
268710,1,182483,GV1790.A1 P45 2005,,The Pharaoh's daughter
268711,1,182484,GV1785.T39 D363 1999,,Dancemaker
268717,1,182490,DR229.T7 L56 2006,"Lipcsey, Ildikó.",Romania and Transylvania in the 20th century /
268744,1,182513,PZ7.B717 Hal,"Bradbury, Ray,",The Halloween tree /
268774,1,182540,PZ7.D1515 Ch 2004,"Dahl, Roald",Charlie and the chocolate factory /
268781,1,182547,HV636 2005 .L8 W496 2006,,When the levees broke
268794,1,182559,BS2825.2 .M49 2006,,Breaking the code
268806,1,182570,LB1139.5.L35 K57 2007,"Kirkland, Lynn","Integrating environmental print across the curriculum, preK-3 :"
268814,1,182578,PN1997 .G827 2006,,The guardian
268815,1,182579,ML3797 .K68 2006,"Kramer, Lawrence,",Critical musicology and the responsibility of response :
268823,1,182587,LB1103 .S6 no.284,"Hobson, R. Peter",Foundations for self-awareness :
268847,1,182601,E184.C5 C478 2006,,Chinese American transnationalism :
268854,1,182606,U35 .S625 2006,"Southern, Pat,",The Roman army :
268859,1,182611,DA758.4 .B56 2006,,The biographical dictionary of Scottish women :
268862,1,182614,E184.C5 C479 2006,,Chinese American voices :
268877,1,182629,PN1997 .F3246 2006,,Facing the giants
268898,1,182644,RS110 .C83 2003,"Crane, Andrea L.",Rx success :
268900,1,182645,E901.1.O23 A3 2006,"Obama, Barack",The audacity of hope :
268902,1,182647,MA DIAM HAN D 02,"Diamond, Neil.",Hot August night
268905,1,182650,PZ7.C21476 Vc 1984,"Carle, Eric",The very busy spider /
268910,1,182655,PZ7.P1755 Wg 2001,"Palatini, Margie",The web files /
268912,1,182657,PZ7.R9553 En 2001,"Ryan, Pam Muñoz",Mice and beans /
268931,1,182676,PZ7.M2427 Mn 1999,"McPhail, David,",Mole music /
268934,1,182679,PZ7.S52865 Rai 2000,"Shannon, David,",The rain came down /
268940,1,182685,PZ7.F1865 Om 2001,"Falconer, Ian,",Olivia saves the circus /
268960,1,182705,PZ7.E3225 Le 2005,"Ehlert, Lois",Leaf Man /
268962,1,182707,PZ7.M462 Iaw 1983,"Mayer, Mercer,",I was so mad /
268963,1,182708,PZ7.M462 T53,"Mayer, Mercer,",There's a nightmare in my closet /
268974,1,182719,PZ7.A42528 Dan 2000,"Allen, Debbie,",Dancing in the wings /
268976,1,182721,S519 .H365 2000,"Halley, Ned",Farm /
268977,1,182722,S519 .B53 1995,"Bial, Raymond",Portrait of a farm family /
268982,1,182727,PZ10.R535 I 2004,"Risom, Ole",I am a bunny
268992,1,182732,ML111 .G57 2006,"Girsberger, Russ",A manual for the performance library /
269006,1,182746,PZ8.M4327 Han 1994,"Marshall, James,",Hansel and Gretel /
269012,1,182752,PZ8.A542 Lis 2001,"Andersen, H. C.",The little match girl /
269022,1,182762,PN6727.B3757 Z46 2006,"Bechdel, Alison,",Fun home :
269036,1,182776,PT8119 .Y65 2004,"Yolen, Jane",The perfect wizard :
269038,1,182778,PZ7.F5994 Lu 1993,"Fleming, Denise,",Lunch /
269045,1,182785,PZ8.3.S5844 Gi,"Silverstein, Shel",A giraffe and a half /
269049,1,182789,PZ7.R18135 Di 1999,"Rappaport, Doreen",Dirt on their skirts :
269051,1,182791,PZ7.H3914 Cfl 2006,"Hennessy, B. G.",Corduroy lost and found /
269054,1,182794,QL666.L23 J46 2001,"Jenkins, Martin,",Chameleons are cool /
269057,1,182797,TL540.E3 M333 2002,"Mara, Wil",Amelia Earhart /
269058,1,182798,PZ8.3.R7456 Li 2002,"Roth, Carol",The little school bus /
269060,1,182800,PZ8.3.G276 My 1996,"Seuss,",My many colored days /
269068,1,182808,PZ7.R18135 Se 2005,"Rappaport, Doreen",The secret seder /
269087,1,182827,TX652.5 .H62 2001,"Hopkinson, Deborah",Fannie in the kitchen /
269090,1,182830,PZ10.3.F874 Ear 2005,"Freeman, Don,",Earl the squirrel /
269095,1,182835,PZ8.3.B7457 Bu 1999,"Brennan-Nelson, Denise",Buzzy the bumblebee /
269103,1,182843,PN1995.9.F6749 L329 2006,,Lady vengeance
269117,1,182857,E185.97.K5 M345 2006,"Marzollo, Jean","Happy birthday, Martin Luther King /"
269118,1,182858,PZ8.3.M3988 Be 2002,"Martin, Bill,",A beasty story /
269122,1,182862,PE1155 .D59 2006,"DiTerlizzi, Tony,",G is for one gzonk! :
269131,1,182870,SB411.83.E2 J68 2006,,Journey of the roses
269139,1,182878,RC552.O25 S5 2001,,The size of it
269140,1,182879,HQ536 .S3983 2007,"Seccombe, Karen,",Families in poverty /
269145,1,182884,HM586 .B35 2007,"Ballantine, Jeanne H.",Our social world :
269146,1,182885,T14 .S58 2006,"Slack, Jennifer Daryl",Culture + technology :
